case,part,time,region,status_-8,status_-7,status_-6,status_-5,status_-4,status_-3,status_-2,status_-1,status_0,status_1,status_2
half_speed_adaptive_line,21,0.021012,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,21,0.021012,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,21,0.021012,interior,0,0,0,0,0,0,0,0,20,63,0
half_speed_adaptive_line,21,0.021012,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,22,0.022018,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,22,0.022018,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,22,0.022018,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,22,0.022018,interior,0,0,0,0,0,0,0,0,20,63,0
half_speed_adaptive_line,22,0.022018,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,23,0.023023,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,23,0.023023,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,23,0.023023,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,23,0.023023,interior,0,0,0,0,0,0,0,0,20,63,0
half_speed_adaptive_line,23,0.023023,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,24,0.024028,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,24,0.024028,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,24,0.024028,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,24,0.024028,interior,0,0,0,0,0,0,0,0,20,63,0
half_speed_adaptive_line,24,0.024028,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,25,0.025034,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,25,0.025034,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,25,0.025034,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,25,0.025034,interior,0,0,0,0,0,0,0,0,20,63,0
half_speed_adaptive_line,25,0.025034,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,26,0.026039,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,26,0.026039,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,26,0.026039,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,26,0.026039,interior,0,0,0,0,0,0,0,0,16,67,0
half_speed_adaptive_line,26,0.026039,top_cap_zone,0,0,0,0,0,0,0,0,0,17,1
half_speed_adaptive_line,27,0.027045,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,27,0.027045,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,27,0.027045,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,27,0.027045,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,27,0.027045,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,28,0.02805,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,28,0.02805,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,28,0.02805,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,28,0.02805,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,28,0.02805,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,29,0.029055,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,29,0.029055,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,29,0.029055,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,29,0.029055,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,29,0.029055,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,30,0.030061,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,30,0.030061,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,30,0.030061,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,30,0.030061,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,30,0.030061,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,31,0.031066,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,31,0.031066,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,31,0.031066,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,31,0.031066,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,31,0.031066,top_cap_zone,0,0,0,0,0,0,0,0,0,17,1
half_speed_adaptive_line,32,0.032071,edge,0,0,0,0,0,8,0,0,0,104,0
half_speed_adaptive_line,32,0.032071,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,32,0.032071,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,32,0.032071,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,32,0.032071,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,33,0.033077,edge,0,0,0,0,0,0,0,0,0,112,0
half_speed_adaptive_line,33,0.033077,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,33,0.033077,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,33,0.033077,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,33,0.033077,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,34,0.034082,edge,0,0,0,0,0,0,0,0,0,112,0
half_speed_adaptive_line,34,0.034082,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,34,0.034082,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,34,0.034082,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,34,0.034082,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,35,0.035088,edge,0,0,0,0,0,0,0,0,0,112,0
half_speed_adaptive_line,35,0.035088,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,35,0.035088,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,35,0.035088,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,35,0.035088,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,36,0.036093,edge,0,0,0,0,0,0,0,0,0,112,0
half_speed_adaptive_line,36,0.036093,lateral_boundary,0,0,0,0,0,0,0,0,0,176,0
half_speed_adaptive_line,36,0.036093,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
half_speed_adaptive_line,36,0.036093,interior,0,0,0,0,0,0,0,0,12,71,0
half_speed_adaptive_line,36,0.036093,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,0,0.0,edge,0,0,0,0,0,0,0,0,112,0,0
quarter_speed_line,0,0.0,lateral_boundary,0,0,0,0,0,0,0,0,196,0,0
quarter_speed_line,0,0.0,bottom_cap_zone,0,0,0,0,0,0,0,0,18,0,0
quarter_speed_line,0,0.0,interior,0,0,0,0,0,0,0,0,63,0,0
quarter_speed_line,0,0.0,top_cap_zone,0,0,0,0,0,0,0,0,18,0,0
quarter_speed_line,1,0.002011,edge,0,0,0,0,0,0,0,24,0,88,0
quarter_speed_line,1,0.002011,lateral_boundary,0,0,0,0,0,0,0,0,176,20,0
quarter_speed_line,1,0.002011,bottom_cap_zone,0,0,0,0,0,0,0,9,0,9,0
quarter_speed_line,1,0.002011,interior,0,0,0,0,0,0,0,0,54,9,0
quarter_speed_line,1,0.002011,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,2,0.004022,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,2,0.004022,lateral_boundary,0,0,0,0,0,0,0,0,172,24,0
quarter_speed_line,2,0.004022,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,2,0.004022,interior,0,0,0,0,0,0,0,0,54,9,0
quarter_speed_line,2,0.004022,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,3,0.006032,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,3,0.006032,lateral_boundary,0,0,0,0,0,0,0,0,148,48,0
quarter_speed_line,3,0.006032,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,3,0.006032,interior,0,0,0,0,0,0,0,0,45,18,0
quarter_speed_line,3,0.006032,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,4,0.008043,edge,0,0,0,0,0,8,0,0,0,104,0
quarter_speed_line,4,0.008043,lateral_boundary,0,0,0,0,0,0,0,0,104,88,0
quarter_speed_line,4,0.008043,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,4,0.008043,interior,0,0,0,0,0,0,0,0,41,26,0
quarter_speed_line,4,0.008043,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,5,0.010054,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,5,0.010054,lateral_boundary,0,0,0,0,0,0,0,0,104,88,0
quarter_speed_line,5,0.010054,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,5,0.010054,interior,0,0,0,0,0,0,0,0,37,30,0
quarter_speed_line,5,0.010054,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,6,0.012065,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,6,0.012065,lateral_boundary,0,0,0,0,0,0,0,0,96,92,0
quarter_speed_line,6,0.012065,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,6,0.012065,interior,0,0,0,0,0,0,0,0,37,34,0
quarter_speed_line,6,0.012065,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,7,0.014076,edge,0,0,0,0,0,9,0,0,0,96,7
quarter_speed_line,7,0.014076,lateral_boundary,0,0,0,0,0,0,0,0,80,104,0
quarter_speed_line,7,0.014076,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,7,0.014076,interior,0,0,0,0,0,0,0,0,37,38,0
quarter_speed_line,7,0.014076,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,8,0.016086,edge,0,0,0,0,0,16,0,0,0,96,0
quarter_speed_line,8,0.016086,lateral_boundary,0,0,0,0,0,0,0,0,72,112,0
quarter_speed_line,8,0.016086,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,8,0.016086,interior,0,0,0,0,0,0,0,0,33,42,0
quarter_speed_line,8,0.016086,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,9,0.018097,edge,0,0,0,0,0,1,0,0,0,111,0
quarter_speed_line,9,0.018097,lateral_boundary,0,0,0,0,0,0,0,0,68,112,0
quarter_speed_line,9,0.018097,bottom_cap_zone,0,0,0,0,0,1,0,0,0,17,0
quarter_speed_line,9,0.018097,interior,0,0,0,0,0,0,0,0,29,50,0
quarter_speed_line,9,0.018097,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,10,0.020007,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,10,0.020007,lateral_boundary,0,0,0,0,0,0,0,0,56,124,0
quarter_speed_line,10,0.020007,bottom_cap_zone,0,0,0,0,0,1,0,0,0,17,0
quarter_speed_line,10,0.020007,interior,0,0,0,0,0,0,0,0,29,50,0
quarter_speed_line,10,0.020007,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,11,0.022018,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,11,0.022018,lateral_boundary,0,0,0,0,0,0,0,0,48,132,0
quarter_speed_line,11,0.022018,bottom_cap_zone,0,0,0,0,0,1,0,0,0,17,0
quarter_speed_line,11,0.022018,interior,0,0,0,0,0,0,0,0,29,50,0
quarter_speed_line,11,0.022018,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,12,0.024029,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,12,0.024029,lateral_boundary,0,0,0,0,0,0,0,0,36,144,0
quarter_speed_line,12,0.024029,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,12,0.024029,interior,0,0,0,0,0,0,0,0,29,50,0
quarter_speed_line,12,0.024029,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,13,0.02604,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,13,0.02604,lateral_boundary,0,0,0,0,0,0,0,0,36,144,0
quarter_speed_line,13,0.02604,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,13,0.02604,interior,0,0,0,0,0,0,0,0,29,50,0
quarter_speed_line,13,0.02604,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,14,0.028051,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,14,0.028051,lateral_boundary,0,0,0,0,0,0,0,0,32,144,0
quarter_speed_line,14,0.028051,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,14,0.028051,interior,0,0,0,0,0,0,0,0,33,50,0
quarter_speed_line,14,0.028051,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,15,0.030061,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,15,0.030061,lateral_boundary,0,0,0,0,0,0,0,0,32,144,0
quarter_speed_line,15,0.030061,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,15,0.030061,interior,0,0,0,0,0,0,0,0,29,54,0
quarter_speed_line,15,0.030061,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,16,0.032072,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,16,0.032072,lateral_boundary,0,0,0,0,0,0,0,0,32,144,0
quarter_speed_line,16,0.032072,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,16,0.032072,interior,0,0,0,0,0,0,0,0,29,54,0
quarter_speed_line,16,0.032072,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,17,0.034083,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,17,0.034083,lateral_boundary,0,0,0,0,0,0,0,0,24,148,0
quarter_speed_line,17,0.034083,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,17,0.034083,interior,0,0,0,0,0,0,0,0,33,54,0
quarter_speed_line,17,0.034083,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,18,0.036094,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,18,0.036094,lateral_boundary,0,0,0,0,0,0,0,0,16,156,0
quarter_speed_line,18,0.036094,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,18,0.036094,interior,0,0,0,0,0,0,0,0,33,54,0
quarter_speed_line,18,0.036094,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,19,0.038004,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,19,0.038004,lateral_boundary,0,0,0,0,0,0,0,0,12,156,0
quarter_speed_line,19,0.038004,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,19,0.038004,interior,0,0,0,0,0,0,0,0,37,54,0
quarter_speed_line,19,0.038004,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,20,0.040015,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,20,0.040015,lateral_boundary,0,0,0,0,0,0,0,0,12,156,0
quarter_speed_line,20,0.040015,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,20,0.040015,interior,0,0,0,0,0,0,0,0,37,54,0
quarter_speed_line,20,0.040015,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,21,0.042026,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,21,0.042026,lateral_boundary,0,0,0,0,0,0,0,0,12,156,0
quarter_speed_line,21,0.042026,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,21,0.042026,interior,0,0,0,0,0,0,0,0,37,54,0
quarter_speed_line,21,0.042026,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,22,0.044036,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,22,0.044036,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,22,0.044036,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,22,0.044036,interior,0,0,0,0,0,0,0,0,33,58,0
quarter_speed_line,22,0.044036,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,23,0.046047,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,23,0.046047,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,23,0.046047,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,23,0.046047,interior,0,0,0,0,0,0,0,0,33,58,0
quarter_speed_line,23,0.046047,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,24,0.048058,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,24,0.048058,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,24,0.048058,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,24,0.048058,interior,0,0,0,0,0,0,0,0,33,58,0
quarter_speed_line,24,0.048058,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,25,0.050069,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,25,0.050069,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,25,0.050069,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,25,0.050069,interior,0,0,0,0,0,0,0,0,29,62,0
quarter_speed_line,25,0.050069,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,26,0.05208,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,26,0.05208,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,26,0.05208,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,26,0.05208,interior,0,0,0,0,0,0,0,0,29,62,0
quarter_speed_line,26,0.05208,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,27,0.05409,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,27,0.05409,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,27,0.05409,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,27,0.05409,interior,0,0,0,0,0,0,0,0,29,62,0
quarter_speed_line,27,0.05409,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,28,0.056001,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,28,0.056001,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,28,0.056001,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,28,0.056001,interior,0,0,0,0,0,0,0,0,29,62,0
quarter_speed_line,28,0.056001,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,29,0.058011,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,29,0.058011,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,29,0.058011,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,29,0.058011,interior,0,0,0,0,0,0,0,0,29,62,0
quarter_speed_line,29,0.058011,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,30,0.060022,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,30,0.060022,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,30,0.060022,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,30,0.060022,interior,0,0,0,0,0,0,0,0,29,62,0
quarter_speed_line,30,0.060022,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,31,0.062033,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,31,0.062033,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,31,0.062033,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,31,0.062033,interior,0,0,0,0,0,0,0,0,25,66,0
quarter_speed_line,31,0.062033,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,32,0.064044,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,32,0.064044,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,32,0.064044,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,32,0.064044,interior,0,0,0,0,0,0,0,0,25,66,0
quarter_speed_line,32,0.064044,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,33,0.066055,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,33,0.066055,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,33,0.066055,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,33,0.066055,interior,0,0,0,0,0,0,0,0,24,67,0
quarter_speed_line,33,0.066055,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,34,0.068065,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,34,0.068065,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,34,0.068065,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,34,0.068065,interior,0,0,0,0,0,0,0,0,23,68,0
quarter_speed_line,34,0.068065,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,35,0.070076,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,35,0.070076,lateral_boundary,0,0,0,0,0,0,0,0,8,160,0
quarter_speed_line,35,0.070076,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,35,0.070076,interior,0,0,0,0,0,0,0,0,23,68,0
quarter_speed_line,35,0.070076,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,36,0.072087,edge,0,0,0,0,0,0,0,0,0,112,0
quarter_speed_line,36,0.072087,lateral_boundary,0,0,0,0,0,0,0,0,0,168,0
quarter_speed_line,36,0.072087,bottom_cap_zone,0,0,0,0,0,0,0,0,0,18,0
quarter_speed_line,36,0.072087,interior,0,0,0,0,0,0,0,0,23,68,0
quarter_speed_line,36,0.072087,top_cap_zone,0,0,0,0,0,0,0,0,0,18,0
